smiles,logP,qed,SAS,Canonical_SMILES,Random_SMILES_1,Random_SMILES_2,NonIsomeric_SMILES,Kekule_SMILES,SMILES_with_Hs,Branchless_SMILES,SMILES_2D
"COc1cc2c(cc1O)[C@H](c1cnc(-c3cccc(C)c3)nc1)CC(=O)N2
",3.64032,0.677719905,2.966675187,COc1cc2c(cc1O)[C@H](c1cnc(-c3cccc(C)c3)nc1)CC(=O)N2,c1cc(C)cc(c1)-c1ncc(cn1)[C@@H]1CC(=O)Nc2cc(c(O)cc12)OC,c1c(-c2ncc([C@@H]3CC(=O)Nc4c3cc(c(c4)OC)O)cn2)cc(C)cc1,COc1cc2c(cc1O)C(c1cnc(-c3cccc(C)c3)nc1)CC(=O)N2,COC1=CC2=C(C=C1O)[C@H](C1=CN=C(C3=CC=CC(C)=C3)N=C1)CC(=O)N2,[CH3][O][c]1[cH][c]2[c]([cH][c]1[OH])[C@H]([c]1[cH][n][c](-[c]3[cH][cH][cH][c]([CH3])[cH]3)[n][cH]1)[CH2][C](=[O])[NH]2,COc1cc2ccc1O[C@H]c1cnc-c3ccccCc3nc1CC=ON2,COc1cc2c(cc1O)[C@H](c1cnc(-c3cccc(C)c3)nc1)CC(=O)N2
"CC(=O)Nc1ccc(O[C@H](C)c2nc(C(C)(C)C)no2)cc1
",3.4655,0.915271437,2.676842582,CC(=O)Nc1ccc(O[C@H](C)c2nc(C(C)(C)C)no2)cc1,C(c1noc([C@H](Oc2ccc(NC(C)=O)cc2)C)n1)(C)(C)C,n1c(noc1[C@@H](C)Oc1ccc(cc1)NC(=O)C)C(C)(C)C,CC(=O)Nc1ccc(OC(C)c2nc(C(C)(C)C)no2)cc1,CC(=O)NC1=CC=C(O[C@H](C)C2=NC(C(C)(C)C)=NO2)C=C1,[CH3][C](=[O])[NH][c]1[cH][cH][c]([O][C@H]([CH3])[c]2[n][c]([C]([CH3])([CH3])[CH3])[n][o]2)[cH][cH]1,CC=ONc1cccO[C@H]Cc2ncCCCCno2cc1,CC(=O)Nc1ccc(O[C@H](C)c2nc(C(C)(C)C)no2)cc1
"O=C(c1c(-c2ccccc2)nc2sc3c(n12)CCCC3)C(F)(F)F
",4.6866,0.60085537,2.691573754,O=C(c1c(-c2ccccc2)nc2sc3c(n12)CCCC3)C(F)(F)F,C(F)(F)(F)C(=O)c1c(nc2n1c1c(CCCC1)s2)-c1ccccc1,n12c(C(=O)C(F)(F)F)c(-c3ccccc3)nc1sc1c2CCCC1,O=C(c1c(-c2ccccc2)nc2sc3c(n12)CCCC3)C(F)(F)F,O=C(C1=C(C2=CC=CC=C2)N=C2SC3=C(CCCC3)N12)C(F)(F)F,[O]=[C]([c]1[c](-[c]2[cH][cH][cH][cH][cH]2)[n][c]2[s][c]3[c]([n]12)[CH2][CH2][CH2][CH2]3)[C]([F])([F])[F],O=Cc1c-c2ccccc2nc2sc3cn12CCCC3CFFF,O=C(c1c(-c2ccccc2)nc2sc3c(n12)CCCC3)C(F)(F)F
"CC(C)CNC(=O)NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1
",2.756,0.717350741,2.498242596,CC(C)CNC(=O)NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1,O=C(NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1)NCC(C)C,[C@@H](Nc1ccc(cc1)OC(C)C)(C)C(NC(=O)NCC(C)C)=O,CC(C)CNC(=O)NC(=O)C(C)Nc1ccc(OC(C)C)cc1,CC(C)CNC(=O)NC(=O)[C@@H](C)NC1=CC=C(OC(C)C)C=C1,[CH3][CH]([CH3])[CH2][NH][C](=[O])[NH][C](=[O])[C@@H]([CH3])[NH][c]1[cH][cH][c]([O][CH]([CH3])[CH3])[cH][cH]1,CCCCNC=ONC=O[C@@H]CNc1cccOCCCcc1,CC(C)CNC(=O)NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1
"C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@@]21C
",4.6814,0.731644833,4.432208085,C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@]12C,[C@H]12C(C=C([C@H](CC[C@@](C)(O)C=C)[C@]2(CCCC1(C)C)C)C)=O,C1(=CC([C@@H]2[C@](CCCC2(C)C)([C@H]1CC[C@@](O)(C=C)C)C)=O)C,C=CC(C)(O)CCC1C(C)=CC(=O)C2C(C)(C)CCCC12C,C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@]12C,[CH2]=[CH][C@]([CH3])([OH])[CH2][CH2][C@H]1[C]([CH3])=[CH][C](=[O])[C@H]2[C]([CH3])([CH3])[CH2][CH2][CH2][C@]12[CH3],C=C[C@]COCC[C@H]1CC=CC=O[C@H]2CCCCCC[C@]12C,C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@]12C
"CC[C@H](C)Sc1nncn1-c1ccccc1C
",3.46632,0.75833867,2.691001384,CC[C@H](C)Sc1nncn1-c1ccccc1C,S(c1n(-c2ccccc2C)cnn1)[C@@H](C)CC,S([C@H](CC)C)c1nncn1-c1c(C)cccc1,CCC(C)Sc1nncn1-c1ccccc1C,CC[C@H](C)SC1=NN=CN1C1=CC=CC=C1C,[CH3][CH2][C@H]([CH3])[S][c]1[n][n][cH][n]1-[c]1[cH][cH][cH][cH][c]1[CH3],CC[C@H]CSc1nncn1-c1ccccc1C,CC[C@H](C)Sc1nncn1-c1ccccc1C
"COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21
",3.627,0.826629195,2.077178647,COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21,Brc1cccc(c1)C(Nc1ccc2c(N(CCC2)C(COC)=O)c1)=O,c1(cccc(Br)c1)C(=O)Nc1ccc2c(N(CCC2)C(=O)COC)c1,COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21,COCC(=O)N1CCCC2=CC=C(NC(=O)C3=CC=CC(Br)=C3)C=C21,[CH3][O][CH2][C](=[O])[N]1[CH2][CH2][CH2][c]2[cH][cH][c]([NH][C](=[O])[c]3[cH][cH][cH][c]([Br])[cH]3)[cH][c]21,COCC=ON1CCCc2cccNC=Oc3ccccBrc3cc21,COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21
"C[C@H](Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1
",4.8992,0.708710072,2.137347739,C[C@H](Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1,c1c(cc2c(c1)cccc2)NC(=O)[C@@H](Oc1cccc(Cl)c1)C,c1cccc2c1ccc(c2)NC(=O)[C@@H](Oc1cc(ccc1)Cl)C,CC(Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1,C[C@H](OC1=CC=CC(Cl)=C1)C(=O)NC1=CC=C2C=CC=CC2=C1,[CH3][C@H]([O][c]1[cH][cH][cH][c]([Cl])[cH]1)[C](=[O])[NH][c]1[cH][cH][c]2[cH][cH][cH][cH][c]2[cH]1,C[C@H]Oc1ccccClc1C=ONc1ccc2ccccc2c1,C[C@H](Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1
"Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1
",4.74232,0.428002897,2.376728773,Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,O=C(C1CCN(CC1)C(=O)CSc1ccc(cc1C)Br)c1cc2c(cc1)OCCO2,c1(ccc(Br)cc1C)SCC(N1CCC(C(=O)c2cc3OCCOc3cc2)CC1)=O,Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,CC1=CC(Br)=CC=C1SCC(=O)N1CCC(C(=O)C2=CC=C3OCCOC3=C2)CC1,[CH3][c]1[cH][c]([Br])[cH][cH][c]1[S][CH2][C](=[O])[N]1[CH2][CH2][CH]([C](=[O])[c]2[cH][cH][c]3[c]([cH]2)[O][CH2][CH2][O]3)[CH2][CH2]1,Cc1ccBrccc1SCC=ON1CCCC=Oc2ccc3cc2OCCO3CC1,Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1
"Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cn1)CC2
",2.5157,0.818882353,2.167516605,Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cn1)CC2,Clc1cnc(C(=O)N2CCc3c(cc(N)cc3)C2)cc1,C1CN(C(c2ncc(cc2)Cl)=O)Cc2c1ccc(c2)N,Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cn1)CC2,NC1=CC=C2CCN(C(=O)C3=CC=C(Cl)C=N3)CC2=C1,[NH2][c]1[cH][cH][c]2[c]([cH]1)[CH2][N]([C](=[O])[c]1[cH][cH][c]([Cl])[cH][n]1)[CH2][CH2]2,Nc1ccc2cc1CNC=Oc1cccClcn1CC2,Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cn1)CC2
"C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-]
",0.5619,0.768315758,3.227484824,C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],C([C@@H](C)C([O-])=O)N(C(=O)c1ccc(F)c(c1F)F)C,c1(F)c(F)c(ccc1C(=O)N(C[C@@H](C)C(=O)[O-])C)F,CC(CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],C[C@H](CN(C)C(=O)C1=CC=C(F)C(F)=C1F)C(=O)[O-],[CH3][C@H]([CH2][N]([CH3])[C](=[O])[c]1[cH][cH][c]([F])[c]([F])[c]1[F])[C](=[O])[O-],C[C@H]CNCC=Oc1cccFcFc1FC=O[O-],C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-]
"NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1
",3.9957,0.268645315,2.28130987,NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1,C1c2cc(ccc2-c2c1cccc2)NC(CSc1c(cc(cc1)C(N)=O)[N+]([O-])=O)=O,N(C(CSc1c([N+]([O-])=O)cc(cc1)C(=O)N)=O)c1ccc2-c3ccccc3Cc2c1,NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1,NC(=O)C1=CC=C(SCC(=O)NC2=CC=C3C(=C2)CC2=CC=CC=C23)C([N+](=O)[O-])=C1,[NH2][C](=[O])[c]1[cH][cH][c]([S][CH2][C](=[O])[NH][c]2[cH][cH][c]3[c]([cH]2)[CH2][c]2[cH][cH][cH][cH][c]2-3)[c]([N+](=[O])[O-])[cH]1,NC=Oc1cccSCC=ONc2ccc3cc2Cc2ccccc2-3c[N+]=O[O-]c1,NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1
"CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1
",2.8531,0.615060797,2.555486478,CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1,FC(F)(CSCC(=O)N(C)c1cc(ccc1)[N+]([O-])=O)F,c1ccc(cc1[N+]([O-])=O)N(C(=O)CSCC(F)(F)F)C,CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1,CN(C(=O)CSCC(F)(F)F)C1=CC=CC([N+](=O)[O-])=C1,[CH3][N]([C](=[O])[CH2][S][CH2][C]([F])([F])[F])[c]1[cH][cH][cH][c]([N+](=[O])[O-])[cH]1,CNC=OCSCCFFFc1cccc[N+]=O[O-]c1,CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1
"C=CCn1c(SCC(=O)Nc2cc(C)on2)nnc1[C@H]1COc2ccccc2O1
",3.00382,0.460741123,3.07878008,C=CCn1c(SCC(=O)Nc2cc(C)on2)nnc1[C@H]1COc2ccccc2O1,c1(C)cc(no1)NC(CSc1n(c(nn1)[C@H]1COc2c(O1)cccc2)CC=C)=O,O1C[C@H](c2nnc(n2CC=C)SCC(=O)Nc2cc(on2)C)Oc2ccccc21,C=CCn1c(SCC(=O)Nc2cc(C)on2)nnc1C1COc2ccccc2O1,C=CCN1C(SCC(=O)NC2=NOC(C)=C2)=NN=C1[C@H]1COC2=CC=CC=C2O1,[CH2]=[CH][CH2][n]1[c]([S][CH2][C](=[O])[NH][c]2[cH][c]([CH3])[o][n]2)[n][n][c]1[C@H]1[CH2][O][c]2[cH][cH][cH][cH][c]2[O]1,C=CCn1cSCC=ONc2ccCon2nnc1[C@H]1COc2ccccc2O1,C=CCn1c(SCC(=O)Nc2cc(C)on2)nnc1[C@H]1COc2ccccc2O1
"CC(=O)N[C@@H](CC(=O)Nc1ccnn1Cc1ccc(C)o1)c1ccccc1
",3.03882,0.665004255,2.761847414,CC(=O)N[C@@H](CC(=O)Nc1ccnn1Cc1ccc(C)o1)c1ccccc1,C(n1nccc1NC(=O)C[C@H](NC(C)=O)c1ccccc1)c1ccc(o1)C,c1(C)oc(Cn2nccc2NC(=O)C[C@@H](c2ccccc2)NC(C)=O)cc1,CC(=O)NC(CC(=O)Nc1ccnn1Cc1ccc(C)o1)c1ccccc1,CC(=O)N[C@@H](CC(=O)NC1=CC=NN1CC1=CC=C(C)O1)C1=CC=CC=C1,[CH3][C](=[O])[NH][C@@H]([CH2][C](=[O])[NH][c]1[cH][cH][n][n]1[CH2][c]1[cH][cH][c]([CH3])[o]1)[c]1[cH][cH][cH][cH][cH]1,CC=ON[C@@H]CC=ONc1ccnn1Cc1cccCo1c1ccccc1,CC(=O)N[C@@H](CC(=O)Nc1ccnn1Cc1ccc(C)o1)c1ccccc1
"CNC(=O)Cc1nc(C[NH+](C)C2CCC(c3ccccc3)CC2)cs1
",2.1727,0.834035487,3.727461999,CNC(=O)Cc1nc(C[NH+](C)C2CCC(c3ccccc3)CC2)cs1,C[NH+](C1CCC(CC1)c1ccccc1)Cc1nc(CC(=O)NC)sc1,c1ccccc1C1CCC([NH+](Cc2csc(n2)CC(NC)=O)C)CC1,CNC(=O)Cc1nc(C[NH+](C)C2CCC(c3ccccc3)CC2)cs1,CNC(=O)CC1=NC(C[NH+](C)C2CCC(C3=CC=CC=C3)CC2)=CS1,[CH3][NH][C](=[O])[CH2][c]1[n][c]([CH2][NH+]([CH3])[CH]2[CH2][CH2][CH]([c]3[cH][cH][cH][cH][cH]3)[CH2][CH2]2)[cH][s]1,CNC=OCc1ncC[NH+]CC2CCCc3ccccc3CC2cs1,CNC(=O)Cc1nc(C[NH+](C)C2CCC(c3ccccc3)CC2)cs1
"COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12
",4.0277,0.604176878,2.094201236,COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12,C(COC)Oc1c(cccc1Cl)NC(Cc1c[nH]c2c1cccc2)=O,c1ccc2[nH]cc(c2c1)CC(=O)Nc1cccc(Cl)c1OCCOC,COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12,COCCOC1=C(Cl)C=CC=C1NC(=O)CC1=CNC2=CC=CC=C12,[CH3][O][CH2][CH2][O][c]1[c]([Cl])[cH][cH][cH][c]1[NH][C](=[O])[CH2][c]1[cH][nH][c]2[cH][cH][cH][cH][c]12,COCCOc1cClcccc1NC=OCc1c[nH]c2ccccc12,COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12
"COCCN1[C@@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@H]1C
",-0.7689,0.727699135,4.59548604,COCCN1[C@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@@H]1C,O=C(C[NH+](C1CC1)C)N1C[C@H](N([C@H](C1)C)CCOC)C,C1[C@@H](N([C@H](C)CN1C(=O)C[NH+](C)C1CC1)CCOC)C,COCCN1C(C)CN(C(=O)C[NH+](C)C2CC2)CC1C,COCCN1[C@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@@H]1C,[CH3][O][CH2][CH2][N]1[C@H]([CH3])[CH2][N]([C](=[O])[CH2][NH+]([CH3])[CH]2[CH2][CH2]2)[CH2][C@@H]1[CH3],COCCN1[C@@H]CCNC=OC[NH+]CC2CC2C[C@H]1C,COCCN1[C@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@@H]1C
"CSc1nncn1/N=C\c1cc(Cl)ccc1F
",2.6747,0.633576406,2.720907928,CSc1nncn1/N=C\c1cc(Cl)ccc1F,c1(c(/C=N\n2cnnc2SC)cc(cc1)Cl)F,c1(n(/N=C\c2c(F)ccc(Cl)c2)cnn1)SC,CSc1nncn1N=Cc1cc(Cl)ccc1F,CSC1=NN=CN1/N=C\C1=CC(Cl)=CC=C1F,[CH3][S][c]1[n][n][cH][n]1/[N]=[CH]\[c]1[cH][c]([Cl])[cH][cH][c]1[F],CSc1nncn1/N=C\c1ccClccc1F,CSc1nncn1/N=C\c1cc(Cl)ccc1F
"CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1
",1.8324,0.635840762,3.083868424,CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1,CC(C)(OC(=O)N1C[C@@H]2C(C[C@@H]2CC1)=O)C,C1C(=O)[C@@H]2[C@H]1CCN(C(=O)OC(C)(C)C)C2,CC(C)(C)OC(=O)N1CCC2CC(=O)C2C1,CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1,[CH3][C]([CH3])([CH3])[O][C](=[O])[N]1[CH2][CH2][C@H]2[CH2][C](=[O])[C@H]2[CH2]1,CCCCOC=ON1CC[C@H]2CC=O[C@H]2C1,CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1
"C[C@@H](CCO)SCc1ccccc1OC(F)F
",3.2921,0.803263147,2.794523172,C[C@@H](CCO)SCc1ccccc1OC(F)F,c1cccc(CS[C@H](CCO)C)c1OC(F)F,FC(F)Oc1ccccc1CS[C@H](CCO)C,CC(CCO)SCc1ccccc1OC(F)F,C[C@@H](CCO)SCC1=CC=CC=C1OC(F)F,[CH3][C@@H]([CH2][CH2][OH])[S][CH2][c]1[cH][cH][cH][cH][c]1[O][CH]([F])[F],C[C@@H]CCOSCc1ccccc1OCFF,C[C@@H](CCO)SCc1ccccc1OC(F)F
"C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1
",2.4535,0.79093686,2.876982513,C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1,c1(c(ccc(F)c1)NC([C@H]1C[C@H]1C)=O)C(NC1CCC(CC1)O)=O,c1(c(ccc(F)c1)NC([C@@H]1[C@@H](C1)C)=O)C(=O)NC1CCC(O)CC1,CC1CC1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1,C[C@@H]1C[C@@H]1C(=O)NC1=CC=C(F)C=C1C(=O)NC1CCC(O)CC1,[CH3][C@@H]1[CH2][C@@H]1[C](=[O])[NH][c]1[cH][cH][c]([F])[cH][c]1[C](=[O])[NH][CH]1[CH2][CH2][CH]([OH])[CH2][CH2]1,C[C@@H]1C[C@@H]1C=ONc1cccFcc1C=ONC1CCCOCC1,C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1
"COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12
",2.54344,0.739991586,2.346515592,COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12,c1(OC)ccccc1CNC(=O)COc1c2c(c(oc2ncn1)C)C,c12oc(c(c1c(ncn2)OCC(=O)NCc1c(OC)cccc1)C)C,COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12,COC1=CC=CC=C1CNC(=O)COC1=NC=NC2=C1C(C)=C(C)O2,[CH3][O][c]1[cH][cH][cH][cH][c]1[CH2][NH][C](=[O])[CH2][O][c]1[n][cH][n][c]2[o][c]([CH3])[c]([CH3])[c]12,COc1ccccc1CNC=OCOc1ncnc2ocCcCc12,COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12
"Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F
",2.1774,0.714719051,3.606098743,Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F,Fc1ccc(F)c(C[NH+]2CCC(CC2)n2nnc(-c3cnccc3)c2)c1F,C1CC(n2cc(nn2)-c2cnccc2)CC[NH+]1Cc1c(c(ccc1F)F)F,Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F,FC1=CC=C(F)C(C[NH+]2CCC(N3C=C(C4=CC=CN=C4)N=N3)CC2)=C1F,[F][c]1[cH][cH][c]([F])[c]([CH2][NH+]2[CH2][CH2][CH]([n]3[cH][c](-[c]4[cH][cH][cH][n][cH]4)[n][n]3)[CH2][CH2]2)[c]1[F],Fc1cccFcC[NH+]2CCCn3cc-c4cccnc4nn3CC2c1F,Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F
"O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NC[C@H]1COCCO1
",0.3492,0.713299004,3.876933791,O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NC[C@H]1COCCO1,O1[C@H](COCC1)CNC(C[NH+]1CCC(C(c2ccc(Cl)cc2)=O)CC1)=O,O=C(NC[C@H]1COCCO1)C[NH+]1CCC(C(c2ccc(Cl)cc2)=O)CC1,O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NCC1COCCO1,O=C(C[NH+]1CCC(C(=O)C2=CC=C(Cl)C=C2)CC1)NC[C@H]1COCCO1,[O]=[C]([CH2][NH+]1[CH2][CH2][CH]([C](=[O])[c]2[cH][cH][c]([Cl])[cH][cH]2)[CH2][CH2]1)[NH][CH2][C@H]1[CH2][O][CH2][CH2][O]1,O=CC[NH+]1CCCC=Oc2cccClcc2CC1NC[C@H]1COCCO1,O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NC[C@H]1COCCO1
"CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1
",1.73192,0.739325972,3.750912104,CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1,C(=O)(N1C[C@H](CC1)C[NH+](CCC)C)Nc1c(C)ccc(c1)NC(C)=O,c1(c(ccc(c1)NC(=O)C)C)NC(=O)N1C[C@H](CC1)C[NH+](C)CCC,CCC[NH+](C)CC1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1,CCC[NH+](C)C[C@H]1CCN(C(=O)NC2=CC(NC(C)=O)=CC=C2C)C1,[CH3][CH2][CH2][NH+]([CH3])[CH2][C@H]1[CH2][CH2][N]([C](=[O])[NH][c]2[cH][c]([NH][C]([CH3])=[O])[cH][cH][c]2[CH3])[CH2]1,CCC[NH+]CC[C@H]1CCNC=ONc2ccNCC=Occc2CC1,CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1
"Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C
",2.89244,0.673932516,2.636526482,Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C,c1(NCCOC2CCCCCC2)n2ncnc2nc(C)c1C,c1(c(C)c(NCCOC2CCCCCC2)n2ncnc2n1)C,Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C,CC1=NC2=NC=NN2C(NCCOC2CCCCCC2)=C1C,[CH3][c]1[n][c]2[n][cH][n][n]2[c]([NH][CH2][CH2][O][CH]2[CH2][CH2][CH2][CH2][CH2][CH2]2)[c]1[CH3],Cc1nc2ncnn2cNCCOC2CCCCCC2c1C,Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C
"C[C@H]1CN(Cc2cnn(-c3ccccc3)n2)C[C@H](C)S1
",2.5931,0.866889499,3.354093236,C[C@H]1CN(Cc2cnn(-c3ccccc3)n2)C[C@H](C)S1,c1ccccc1-n1nc(CN2C[C@@H](S[C@@H](C)C2)C)cn1,n1c(cnn1-c1ccccc1)CN1C[C@H](C)S[C@H](C1)C,CC1CN(Cc2cnn(-c3ccccc3)n2)CC(C)S1,C[C@H]1CN(CC2=NN(C3=CC=CC=C3)N=C2)C[C@H](C)S1,[CH3][C@H]1[CH2][N]([CH2][c]2[cH][n][n](-[c]3[cH][cH][cH][cH][cH]3)[n]2)[CH2][C@H]([CH3])[S]1,C[C@H]1CNCc2cnn-c3ccccc3n2C[C@H]CS1,C[C@H]1CN(Cc2cnn(-c3ccccc3)n2)C[C@H](C)S1
"COc1cc(OC)cc([C@@H](N[C@@H](C)c2ccc(F)cn2)c2[nH+]ccn2C)c1
",2.8307,0.688975217,4.077611059,COc1cc(OC)cc([C@@H](N[C@@H](C)c2ccc(F)cn2)c2[nH+]ccn2C)c1,O(C)c1cc(cc(c1)[C@@H](N[C@@H](C)c1ccc(cn1)F)c1n(C)cc[nH+]1)OC,Cn1cc[nH+]c1[C@H](N[C@H](c1ccc(F)cn1)C)c1cc(cc(OC)c1)OC,COc1cc(OC)cc(C(NC(C)c2ccc(F)cn2)c2[nH+]ccn2C)c1,COC1=CC(OC)=CC([C@@H](N[C@@H](C)C2=CC=C(F)C=N2)C2=[NH+]C=CN2C)=C1,[CH3][O][c]1[cH][c]([O][CH3])[cH][c]([C@@H]([NH][C@@H]([CH3])[c]2[cH][cH][c]([F])[cH][n]2)[c]2[nH+][cH][cH][n]2[CH3])[cH]1,COc1ccOCcc[C@@H]N[C@@H]Cc2cccFcn2c2[nH+]ccn2Cc1,COc1cc(OC)cc([C@@H](N[C@@H](C)c2ccc(F)cn2)c2[nH+]ccn2C)c1
"CC(C)CCc1noc(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)n1
",0.6386,0.808175276,4.666611037,CC(C)CCc1noc(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)n1,O=S([C@H]1CCC[C@@H]1[NH+](Cc1onc(CCC(C)C)n1)C)(=O)C,CS(=O)([C@@H]1[C@@H]([NH+](Cc2onc(n2)CCC(C)C)C)CCC1)=O,CC(C)CCc1noc(C[NH+](C)C2CCCC2S(C)(=O)=O)n1,CC(C)CCC1=NOC(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)=N1,[CH3][CH]([CH3])[CH2][CH2][c]1[n][o][c]([CH2][NH+]([CH3])[C@H]2[CH2][CH2][CH2][C@@H]2[S]([CH3])(=[O])=[O])[n]1,CCCCCc1nocC[NH+]C[C@H]2CCC[C@@H]2SC=O=On1,CC(C)CCc1noc(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)n1
